is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.31227/osf.io/6ejfs,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/vh3tn,DataCite - OSF
10.31227/osf.io/uzqyj,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/vj6r8,DataCite - OSF
10.31219/osf.io/e7skw,Center for Open Science,posted-content,2021-06-13,2021,10.17605/osf.io/vjrgy,DataCite - OSF
10.31227/osf.io/skba6,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/vt3pd,DataCite - OSF
10.31227/osf.io/ehksf,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/vtym3,DataCite - OSF
10.31227/osf.io/bfkqd,Center for Open Science,posted-content,2020-01-23,2020,10.17605/osf.io/vuz85,DataCite - OSF
10.31227/osf.io/tze56,Center for Open Science,posted-content,2020-01-25,2020,10.17605/osf.io/vwe4c,DataCite - OSF
10.31227/osf.io/hm4tv,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/vwexm,DataCite - OSF
10.31219/osf.io/92dmr,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/vwg7d,DataCite - OSF
10.31227/osf.io/93a48,Center for Open Science,posted-content,2019-12-22,2019,10.17605/osf.io/vx3j4,DataCite - OSF
10.31219/osf.io/s3ctu,Center for Open Science,posted-content,2020-10-22,2020,10.17605/osf.io/vxs9c,DataCite - OSF
10.31227/osf.io/ygtzs,Center for Open Science,posted-content,2019-02-10,2019,10.17605/osf.io/vyrq2,DataCite - OSF
10.31219/osf.io/5f9qa,Center for Open Science,posted-content,2021-04-05,2021,10.17605/osf.io/w26jg,DataCite - OSF
10.31227/osf.io/mjdq3,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/w3946,DataCite - OSF
10.31237/osf.io/fyhma,Center for Open Science,posted-content,2020-12-18,2020,10.17605/osf.io/w68ar,DataCite - OSF
10.31227/osf.io/ft2pr,Center for Open Science,posted-content,2019-05-06,2019,10.17605/osf.io/w6r27,DataCite - OSF
10.31227/osf.io/vnqts,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/w78nh,DataCite - OSF
10.31227/osf.io/ev48y,Center for Open Science,posted-content,2018-11-21,2018,10.17605/osf.io/w7s8p,DataCite - OSF
10.31237/osf.io/hw82j,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/w7x9k,DataCite - OSF
10.31219/osf.io/w8a79,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/w8a79,DataCite - OSF
10.31234/osf.io/ugc9e,Center for Open Science,posted-content,2021-06-17,2021,10.17605/osf.io/w96xe,DataCite - OSF
10.31227/osf.io/2n6x5,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/w9f4u,DataCite - OSF
10.31227/osf.io/5tj7g,Center for Open Science,posted-content,2019-11-29,2019,10.17605/osf.io/w9gyj,DataCite - OSF
10.31237/osf.io/mzfjp,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/w9r4y,DataCite - OSF
10.31219/osf.io/vb9rg,Center for Open Science,posted-content,2020-02-19,2020,10.17605/osf.io/w9u3e,DataCite - OSF
10.31219/osf.io/gtw9z,Center for Open Science,posted-content,2020-01-12,2020,10.17605/osf.io/wab3r,DataCite - OSF
10.31227/osf.io/59e8y,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/wc53z,DataCite - OSF
10.31227/osf.io/c957q,Center for Open Science,posted-content,2019-11-19,2019,10.17605/osf.io/wc85f,DataCite - OSF
10.31219/osf.io/vb9sc,Center for Open Science,posted-content,2020-03-24,2020,10.17605/osf.io/wcb4h,DataCite - OSF
10.31227/osf.io/kvjep,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/wd4kh,DataCite - OSF
10.31227/osf.io/8fg4n,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/wdcxm,DataCite - OSF
10.31219/osf.io/82arw,Center for Open Science,posted-content,2020-02-14,2020,10.17605/osf.io/we9n4,DataCite - OSF
10.31219/osf.io/gw926,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/wegc7,DataCite - OSF
10.31227/osf.io/kfaw7,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/wkdb3,DataCite - OSF
10.31219/osf.io/nf2mj,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/wp9bw,DataCite - OSF
10.31219/osf.io/gdbhx,Center for Open Science,posted-content,2021-03-25,2021,10.17605/osf.io/wr5an,DataCite - OSF
10.31219/osf.io/y569z,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/wrbxx,DataCite - OSF
10.31227/osf.io/wczd8,Center for Open Science,posted-content,2019-11-19,2019,10.17605/osf.io/wrp4j,DataCite - OSF
10.31227/osf.io/gmu4d,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/wsrc4,DataCite - OSF
10.31237/osf.io/rpuez,Center for Open Science,posted-content,2021-05-05,2021,10.17605/osf.io/wtzan,DataCite - OSF
10.31237/osf.io/pxcgb,Center for Open Science,posted-content,2020-07-25,2020,10.17605/osf.io/wub32,DataCite - OSF
10.31227/osf.io/3et9n,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/wv4jy,DataCite - OSF
10.31219/osf.io/egysw,Center for Open Science,posted-content,2019-10-14,2019,10.17605/osf.io/wv7mu,DataCite - OSF
10.31227/osf.io/hpcjn,Center for Open Science,posted-content,2019-08-01,2019,10.17605/osf.io/wv93n,DataCite - OSF
10.31219/osf.io/cwf4b,Center for Open Science,posted-content,2019-05-17,2019,10.17605/osf.io/wvzra,DataCite - OSF
10.31227/osf.io/48532,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/wy7ud,DataCite - OSF
10.31227/osf.io/289jk,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/wysbp,DataCite - OSF
10.31237/osf.io/zuv8m,Center for Open Science,posted-content,2020-10-23,2020,10.17605/osf.io/wzd9k,DataCite - OSF
10.31237/osf.io/ps39g,Center for Open Science,posted-content,2020-08-22,2020,10.17605/osf.io/wzp4t,DataCite - OSF
10.31227/osf.io/8myf7,Center for Open Science,posted-content,2019-11-20,2019,10.17605/osf.io/x2qrw,DataCite - OSF
10.31227/osf.io/9jsd6,Center for Open Science,posted-content,2019-08-25,2019,10.17605/osf.io/x2r6s,DataCite - OSF
10.31227/osf.io/a62te,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/x2twm,DataCite - OSF
10.31227/osf.io/82urz,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/x3745,DataCite - OSF
10.31219/osf.io/phmyw,Center for Open Science,posted-content,2020-05-03,2020,10.17605/osf.io/x4evs,DataCite - OSF
10.31227/osf.io/bc48m,Center for Open Science,posted-content,2019-05-21,2019,10.17605/osf.io/x4u2d,DataCite - OSF
10.31237/osf.io/q36r4,Center for Open Science,posted-content,2020-07-01,2020,10.17605/osf.io/x5cu3,DataCite - OSF
10.31227/osf.io/mxywr,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/x5qnb,DataCite - OSF
10.31227/osf.io/prz2c,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/x6gu7,DataCite - OSF
10.31227/osf.io/rb95x,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/x6v4z,DataCite - OSF
10.31227/osf.io/8mhdj,Center for Open Science,posted-content,2019-07-09,2019,10.17605/osf.io/x7tyh,DataCite - OSF
10.31227/osf.io/72uv5,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/x8w3c,DataCite - OSF
10.31219/osf.io/vs5bw,Center for Open Science,posted-content,2019-02-18,2019,10.17605/osf.io/xa9hp,DataCite - OSF
10.31227/osf.io/hra36,Center for Open Science,posted-content,2019-12-16,2019,10.17605/osf.io/xd97g,DataCite - OSF
10.31227/osf.io/8tcwg,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/xdq4y,DataCite - OSF
10.31227/osf.io/suqfb,Center for Open Science,posted-content,2020-01-28,2020,10.17605/osf.io/xdr3e,DataCite - OSF
10.31227/osf.io/v6ab5,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/xdzaj,DataCite - OSF
10.31219/osf.io/9v8yw,Center for Open Science,posted-content,2020-03-11,2020,10.17605/osf.io/xe3pn,DataCite - OSF
10.31219/osf.io/rzqf8,Center for Open Science,posted-content,2018-08-28,2018,10.17605/osf.io/xe67f,DataCite - OSF
10.31227/osf.io/qfs9p,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/xed38,DataCite - OSF
10.31237/osf.io/32ksd,Center for Open Science,posted-content,2021-01-13,2021,10.17605/osf.io/xerwf,DataCite - OSF
10.31237/osf.io/8gjv2,Center for Open Science,posted-content,2021-05-24,2021,10.17605/osf.io/xes8m,DataCite - OSF
10.31227/osf.io/r3fmq,Center for Open Science,posted-content,2019-07-17,2019,10.17605/osf.io/xfv23,DataCite - OSF
10.31227/osf.io/zmt7n,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/xgr85,DataCite - OSF
10.31227/osf.io/tvm9e,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/xgszr,DataCite - OSF
10.31237/osf.io/qbavz,Center for Open Science,posted-content,2021-03-15,2021,10.17605/osf.io/xh926,DataCite - OSF
10.31219/osf.io/dzm7t,Center for Open Science,posted-content,2019-04-30,2019,10.17605/osf.io/xhj8g,DataCite - OSF
10.31227/osf.io/yd38k,Center for Open Science,posted-content,2019-05-25,2019,10.17605/osf.io/xhmbe,DataCite - OSF
10.31227/osf.io/bce2d,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/xjf3z,DataCite - OSF
10.31227/osf.io/xjgwn,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/xjgwn,DataCite - OSF
10.31219/osf.io/rq9dk,Center for Open Science,posted-content,2020-12-04,2020,10.17605/osf.io/xkdt7,DataCite - OSF
10.31227/osf.io/nf52x,Center for Open Science,posted-content,2019-06-19,2019,10.17605/osf.io/xn3gv,DataCite - OSF
10.31237/osf.io/5wfn3,Center for Open Science,posted-content,2021-04-12,2021,10.17605/osf.io/xn5be,DataCite - OSF
10.31227/osf.io/axz2k,Center for Open Science,posted-content,2019-04-17,2019,10.17605/osf.io/xn936,DataCite - OSF
10.31237/osf.io/3rst6,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/xnqvg,DataCite - OSF
10.31227/osf.io/6m734,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/xpukm,DataCite - OSF
10.31227/osf.io/a2ysv,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/xqrhc,DataCite - OSF
10.31227/osf.io/5p8we,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/xrg7b,DataCite - OSF
10.31219/osf.io/xt6fe,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/xt6fe,DataCite - OSF
10.31226/osf.io/y2ar6,Center for Open Science,posted-content,2019-06-05,2019,10.17605/osf.io/xujhw,DataCite - OSF
10.31227/osf.io/ganfx,Center for Open Science,posted-content,2019-07-03,2019,10.17605/osf.io/xuka6,DataCite - OSF
10.31219/osf.io/em4w7,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/xwh4b,DataCite - OSF
10.31227/osf.io/r8cw9,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/xz3bc,DataCite - OSF
10.31227/osf.io/jvc2f,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/y2qn9,DataCite - OSF
10.31227/osf.io/v7wyf,Center for Open Science,posted-content,2019-05-15,2019,10.17605/osf.io/y2xap,DataCite - OSF
10.31227/osf.io/nzjr2,Center for Open Science,posted-content,2019-02-28,2019,10.17605/osf.io/y3czj,DataCite - OSF
10.31227/osf.io/5xnw2,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/y5427,DataCite - OSF
10.31227/osf.io/hpsrv,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/y64c9,DataCite - OSF
10.31227/osf.io/p4dtb,Center for Open Science,posted-content,2019-05-21,2019,10.17605/osf.io/y6vxz,DataCite - OSF
10.31227/osf.io/2buzt,Center for Open Science,posted-content,2019-11-25,2019,10.17605/osf.io/y73tg,DataCite - OSF
10.31227/osf.io/8g6av,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/y75mk,DataCite - OSF
10.31227/osf.io/9bd23,Center for Open Science,posted-content,2019-05-13,2019,10.17605/osf.io/y7dv3,DataCite - OSF
10.31227/osf.io/w69td,Center for Open Science,posted-content,2019-12-10,2019,10.17605/osf.io/y8ar9,DataCite - OSF
10.31228/osf.io/jb3um,Center for Open Science,posted-content,2018-09-18,2018,10.17605/osf.io/y8t5r,DataCite - OSF
10.31219/osf.io/6ubyz,Center for Open Science,posted-content,2021-06-02,2021,10.17605/osf.io/yaj3w,DataCite - OSF
10.31227/osf.io/yhb5a,Center for Open Science,posted-content,2019-01-21,2019,10.17605/osf.io/ydct3,DataCite - OSF
10.31227/osf.io/7n4jk,Center for Open Science,posted-content,2019-12-19,2019,10.17605/osf.io/ydpz9,DataCite - OSF
10.31237/osf.io/zyn8g,Center for Open Science,posted-content,2020-09-18,2020,10.17605/osf.io/ydzfx,DataCite - OSF
10.31219/osf.io/tx46f,Center for Open Science,posted-content,2018-08-28,2018,10.17605/osf.io/yfnpr,DataCite - OSF
10.31227/osf.io/uv85t,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/yge8d,DataCite - OSF
10.31219/osf.io/9a5ms,Center for Open Science,posted-content,2021-02-07,2021,10.17605/osf.io/yhw5j,DataCite - OSF
10.31219/osf.io/2n96e,Center for Open Science,posted-content,2020-03-24,2020,10.17605/osf.io/yjvfd,DataCite - OSF
10.31227/osf.io/7vc9f,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/yk9wf,DataCite - OSF
10.31219/osf.io/nqt4f,Center for Open Science,posted-content,2020-12-22,2020,10.17605/osf.io/yku3c,DataCite - OSF
10.31227/osf.io/c5uem,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/ym3fe,DataCite - OSF
10.31234/osf.io/m3c95,Center for Open Science,posted-content,2020-02-26,2020,10.17605/osf.io/ymz9q,DataCite - OSF
10.31227/osf.io/hbtvm,Center for Open Science,posted-content,2020-01-15,2020,10.17605/osf.io/yncrw,DataCite - OSF
10.31237/osf.io/ybvhd,Center for Open Science,posted-content,2020-08-22,2020,10.17605/osf.io/ynkar,DataCite - OSF
10.31227/osf.io/8v5nu,Center for Open Science,posted-content,2019-05-16,2019,10.17605/osf.io/yq374,DataCite - OSF
10.31227/osf.io/g25r4,Center for Open Science,posted-content,2019-05-17,2019,10.17605/osf.io/yr9qw,DataCite - OSF
10.31227/osf.io/h5vzx,Center for Open Science,posted-content,2020-01-03,2020,10.17605/osf.io/ys54z,DataCite - OSF
10.31219/osf.io/utp6y,Center for Open Science,posted-content,2020-03-02,2020,10.17605/osf.io/yt28a,DataCite - OSF
10.31227/osf.io/rxu8c,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/yt2vk,DataCite - OSF
10.31227/osf.io/n5fmc,Center for Open Science,posted-content,2020-01-13,2020,10.17605/osf.io/yt5kz,DataCite - OSF
10.31227/osf.io/6eryh,Center for Open Science,posted-content,2019-05-15,2019,10.17605/osf.io/yt8m9,DataCite - OSF
10.31235/osf.io/fr238,Center for Open Science,posted-content,2018-07-18,2018,10.17605/osf.io/ytxvg,DataCite - OSF
10.31227/osf.io/eurk6,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/ytzs7,DataCite - OSF
10.31219/osf.io/bk6th,Center for Open Science,posted-content,2021-06-09,2021,10.17605/osf.io/yv6e2,DataCite - OSF
10.31227/osf.io/yv7md,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/yv7md,DataCite - OSF
10.31227/osf.io/538yu,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/yvb9s,DataCite - OSF
10.31219/osf.io/9b587,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/yx3ve,DataCite - OSF
10.31227/osf.io/c583w,Center for Open Science,posted-content,2019-05-14,2019,10.17605/osf.io/yxbw4,DataCite - OSF
10.31227/osf.io/zwd3f,Center for Open Science,posted-content,2020-01-11,2020,10.17605/osf.io/yzbqg,DataCite - OSF
10.31237/osf.io/b6qgv,Center for Open Science,posted-content,2021-04-04,2021,10.17605/osf.io/yzht8,DataCite - OSF
10.31227/osf.io/qv8wf,Center for Open Science,posted-content,2019-08-01,2019,10.17605/osf.io/z49ub,DataCite - OSF
10.31227/osf.io/s8xag,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/z4t3y,DataCite - OSF
10.31237/osf.io/zah35,Center for Open Science,posted-content,2020-07-29,2020,10.17605/osf.io/z5um7,DataCite - OSF
10.31219/osf.io/aby4c,Center for Open Science,posted-content,2020-03-24,2020,10.17605/osf.io/z78vx,DataCite - OSF
10.31237/osf.io/kvqu5,Center for Open Science,posted-content,2020-10-23,2020,10.17605/osf.io/z7sc9,DataCite - OSF
10.31237/osf.io/zhym7,Center for Open Science,posted-content,2020-05-18,2020,10.17605/osf.io/z8b5w,DataCite - OSF
10.31219/osf.io/gwfcj,Center for Open Science,posted-content,2018-09-04,2018,10.17605/osf.io/z98q5,DataCite - OSF
10.31227/osf.io/dreak,Center for Open Science,posted-content,2019-05-20,2019,10.17605/osf.io/z9pfk,DataCite - OSF
10.31227/osf.io/9bpt7,Center for Open Science,posted-content,2019-05-24,2019,10.17605/osf.io/z9wj4,DataCite - OSF
10.31227/osf.io/t673b,Center for Open Science,posted-content,2019-07-27,2019,10.17605/osf.io/za3v9,DataCite - OSF
10.31227/osf.io/kbr23,Center for Open Science,posted-content,2020-01-14,2020,10.17605/osf.io/zaf6w,DataCite - OSF
10.31227/osf.io/r89fw,Center for Open Science,posted-content,2019-02-01,2019,10.17605/osf.io/zb3jq,DataCite - OSF
10.31227/osf.io/4tw5k,Center for Open Science,posted-content,2019-06-28,2019,10.17605/osf.io/zba9w,DataCite - OSF
10.31219/osf.io/qp867,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/zchtp,DataCite - OSF
10.31219/osf.io/e5cqg,Center for Open Science,posted-content,2018-07-30,2018,10.17605/osf.io/zcnu2,DataCite - OSF
10.31219/osf.io/n7yue,Center for Open Science,posted-content,2019-08-01,2019,10.17605/osf.io/zcuje,DataCite - OSF
10.31227/osf.io/zdfxm,Center for Open Science,posted-content,2018-07-02,2018,10.17605/osf.io/zdfxm,DataCite - OSF
10.31227/osf.io/z9u8d,Center for Open Science,posted-content,2020-01-05,2020,10.17605/osf.io/zey2m,DataCite - OSF
10.31227/osf.io/t6nc8,Center for Open Science,posted-content,2019-06-21,2019,10.17605/osf.io/zf52q,DataCite - OSF
10.31219/osf.io/d3s9y,Center for Open Science,posted-content,2019-04-09,2019,10.17605/osf.io/zfw76,DataCite - OSF
10.31227/osf.io/4awjm,Center for Open Science,posted-content,2020-01-01,2020,10.17605/osf.io/zghe8,DataCite - OSF
10.31227/osf.io/j63qn,Center for Open Science,posted-content,2019-12-18,2019,10.17605/osf.io/zgx7v,DataCite - OSF
10.31219/osf.io/2paj8,Center for Open Science,posted-content,2019-05-17,2019,10.17605/osf.io/zh3q4,DataCite - OSF
10.31219/osf.io/gbua6,Center for Open Science,posted-content,2019-12-05,2019,10.17605/osf.io/zk43a,DataCite - OSF
10.31237/osf.io/fd5ny,Center for Open Science,posted-content,2021-02-19,2021,10.17605/osf.io/zqct2,DataCite - OSF
10.31219/osf.io/w68k7,Center for Open Science,posted-content,2021-06-02,2021,10.17605/osf.io/zr3vc,DataCite - OSF
10.31227/osf.io/qzh7x,Center for Open Science,posted-content,2020-01-04,2020,10.17605/osf.io/zrvay,DataCite - OSF
10.31237/osf.io/6c2hf,Center for Open Science,posted-content,2020-05-27,2020,10.17605/osf.io/zs5bh,DataCite - OSF
10.31219/osf.io/jym6a,Center for Open Science,posted-content,2018-09-21,2018,10.17605/osf.io/zsfbh,DataCite - OSF
10.31234/osf.io/shqg9,Center for Open Science,posted-content,2019-05-24,2019,10.17605/osf.io/zsg2y,DataCite - OSF
10.31219/osf.io/zar6p,Center for Open Science,posted-content,2018-07-30,2018,10.17605/osf.io/zu5v3,DataCite - OSF
10.31227/osf.io/ws64a,Center for Open Science,posted-content,2019-12-16,2019,10.17605/osf.io/zuaj6,DataCite - OSF
10.31237/osf.io/nv5xa,Center for Open Science,posted-content,2020-09-10,2020,10.17605/osf.io/zw4c6,DataCite - OSF
10.31227/osf.io/ae2pk,Center for Open Science,posted-content,2019-05-06,2019,10.17605/osf.io/zws8a,DataCite - OSF
10.31227/osf.io/uaj97,Center for Open Science,posted-content,2019-12-10,2019,10.17605/osf.io/zy24a,DataCite - OSF
10.31227/osf.io/xuwyp,Center for Open Science,posted-content,2019-10-03,2019,10.17605/osf.io/zytmh,DataCite - OSF
10.31219/osf.io/pnvjh,Center for Open Science,posted-content,2021-04-28,2021,10.17613/2921-aq29,DataCite
10.31219/osf.io/2wxqb,Center for Open Science,posted-content,2018-07-02,2018,10.17613/m69p97,DataCite
10.33767/osf.io/2brn7,Center for Open Science,posted-content,2019-07-20,2019,10.17613/m6bg4k,DataCite
10.31235/osf.io/evzw6,Center for Open Science,posted-content,2018-07-02,2018,10.17613/m6gd0m,DataCite
10.31235/osf.io/2h9t6,Center for Open Science,posted-content,2018-07-02,2018,10.17613/m6p358,DataCite
10.31224/osf.io/grfcn,Center for Open Science,posted-content,2020-07-24,2020,10.17619/unipb/1-679,DataCite
10.31224/osf.io/c8snv,Center for Open Science,posted-content,2020-07-23,2020,10.17619/unipb/1-770,DataCite
10.31224/osf.io/hu6gw,Center for Open Science,posted-content,2020-07-23,2020,10.17619/unipb/1-774,DataCite
10.31224/osf.io/mpk6w,Center for Open Science,posted-content,2020-07-23,2020,10.17619/unipb/1-781,DataCite
10.31224/osf.io/d82hu,Center for Open Science,posted-content,2020-07-23,2020,10.17619/unipb/1-791,DataCite
10.31224/osf.io/8dtk6,Center for Open Science,posted-content,2020-07-23,2020,10.17619/unipb/1-793,DataCite
10.31224/osf.io/jqvwn,Center for Open Science,posted-content,2020-07-17,2020,10.17619/unipb/1-794,DataCite
10.31219/osf.io/9s6jn,Center for Open Science,posted-content,2021-03-20,2021,10.17632/mdkzgz23dj.2,DataCite
10.31234/osf.io/7p5f2,Center for Open Science,posted-content,2019-07-25,2019,10.17635/lancaster/thesis/566,DataCite
10.31219/osf.io/q8ndp,Center for Open Science,posted-content,2019-11-22,2019,10.17863/cam.50971,DataCite
10.1101/106369,Cold Spring Harbor Laboratory,posted-content,2017-02-08,2017,10.17912/w25q2n,DataCite
10.31229/osf.io/xvfwk,Center for Open Science,posted-content,2019-10-04,2019,10.18130/v3-29ap-m824,DataCite
10.31235/osf.io/syqu4,Center for Open Science,posted-content,2020-04-13,2020,10.18441/ibam.20.2020.74.229-259,DataCite
10.31237/osf.io/njw8u,Center for Open Science,posted-content,2018-07-02,2018,10.18452/18517,DataCite
10.1101/2020.03.16.993949,Cold Spring Harbor Laboratory,posted-content,2020-03-19,2020,10.19615/j.cnki.1000-3118.201020,CNKI
10.20944/preprints202005.0347.v1,MDPI AG,posted-content,2020-05-22,2020,10.20944/0347.2582-5207,invalid doi / resource not found
10.2196/preprints.22436,JMIR Publications Inc.,posted-content,2020-07-18,2020,10.2196/22436,invalid doi / resource not found
10.2196/preprints.26446,JMIR Publications Inc.,posted-content,2020-12-11,2020,10.2196/26446,invalid doi / resource not found
10.2196/preprints.11659,JMIR Publications Inc.,posted-content,2018-07-24,2018,10.2196/biomedeng.11659,invalid doi / resource not found
10.2196/preprints.11779,JMIR Publications Inc.,posted-content,2018-08-17,2018,10.2196/cancer.11779,invalid doi / resource not found
10.2196/preprints.10992,JMIR Publications Inc.,posted-content,2019-02-21,2019,10.2196/diabetes.10992,invalid doi / resource not found
10.2196/preprints.10284,JMIR Publications Inc.,posted-content,2018-03-03,2018,10.2196/formative.10284,invalid doi / resource not found
10.2196/preprints.11950,JMIR Publications Inc.,posted-content,2018-08-17,2018,10.2196/formative.11950,invalid doi / resource not found
10.2196/preprints.12528,JMIR Publications Inc.,posted-content,2018-10-25,2018,10.2196/formative.12528,invalid doi / resource not found
10.2196/preprints.10915,JMIR Publications Inc.,posted-content,2018-05-01,2018,10.2196/games.10915,invalid doi / resource not found
10.2196/preprints.11598,JMIR Publications Inc.,posted-content,2018-07-21,2018,10.2196/humanfactors.11598,invalid doi / resource not found
10.2196/preprints.11846,JMIR Publications Inc.,posted-content,2018-08-17,2018,10.2196/humanfactors.11846,invalid doi / resource not found
10.2196/preprints.10265,JMIR Publications Inc.,posted-content,2018-03-01,2018,10.2196/jmir.10265,invalid doi / resource not found
10.2196/preprints.10377,JMIR Publications Inc.,posted-content,2018-03-17,2018,10.2196/jmir.10377,invalid doi / resource not found
10.2196/preprints.10404,JMIR Publications Inc.,posted-content,2019-02-04,2019,10.2196/jmir.10404,invalid doi / resource not found
10.2196/preprints.10441,JMIR Publications Inc.,posted-content,2018-03-19,2018,10.2196/jmir.10441,invalid doi / resource not found
10.2196/preprints.10450,JMIR Publications Inc.,posted-content,2018-03-21,2018,10.2196/jmir.10450,invalid doi / resource not found
10.2196/preprints.10716,JMIR Publications Inc.,posted-content,2019-02-04,2019,10.2196/jmir.10716,invalid doi / resource not found
10.2196/preprints.10724,JMIR Publications Inc.,posted-content,2018-05-01,2018,10.2196/jmir.10724,invalid doi / resource not found
10.2196/preprints.10816,JMIR Publications Inc.,posted-content,2018-04-20,2018,10.2196/jmir.10816,invalid doi / resource not found
10.2196/preprints.10966,JMIR Publications Inc.,posted-content,2018-05-09,2018,10.2196/jmir.10966,invalid doi / resource not found
10.2196/preprints.10985,JMIR Publications Inc.,posted-content,2018-05-11,2018,10.2196/jmir.10985,invalid doi / resource not found
10.2196/preprints.11016,JMIR Publications Inc.,posted-content,2018-05-15,2018,10.2196/jmir.11016,invalid doi / resource not found
10.2196/preprints.11065,JMIR Publications Inc.,posted-content,2018-05-18,2018,10.2196/jmir.11065,invalid doi / resource not found
10.2196/preprints.11079,JMIR Publications Inc.,posted-content,2018-06-01,2018,10.2196/jmir.11079,invalid doi / resource not found
10.2196/preprints.11128,JMIR Publications Inc.,posted-content,2018-06-02,2018,10.2196/jmir.11128,invalid doi / resource not found
10.2196/preprints.11129,JMIR Publications Inc.,posted-content,2018-05-29,2018,10.2196/jmir.11129,invalid doi / resource not found
10.2196/preprints.11253,JMIR Publications Inc.,posted-content,2018-06-13,2018,10.2196/jmir.11253,invalid doi / resource not found
10.2196/preprints.11330,JMIR Publications Inc.,posted-content,2018-06-23,2018,10.2196/jmir.11330,invalid doi / resource not found
10.2196/preprints.11371,JMIR Publications Inc.,posted-content,2018-06-25,2018,10.2196/jmir.11371,invalid doi / resource not found
10.2196/preprints.11398,JMIR Publications Inc.,posted-content,2018-06-30,2018,10.2196/jmir.11398,invalid doi / resource not found
10.2196/preprints.11505,JMIR Publications Inc.,posted-content,2018-07-10,2018,10.2196/jmir.11505,invalid doi / resource not found
10.2196/preprints.11694,JMIR Publications Inc.,posted-content,2019-02-13,2019,10.2196/jmir.11694,invalid doi / resource not found
10.2196/preprints.11711,JMIR Publications Inc.,posted-content,2019-02-20,2019,10.2196/jmir.11711,invalid doi / resource not found
10.2196/preprints.11757,JMIR Publications Inc.,posted-content,2018-08-17,2018,10.2196/jmir.11757,invalid doi / resource not found
